,drug,disease,label
171,180.0,143.0,1.0
172,111.0,157.0,1.0
173,37.0,1.0,1.0
174,155.0,238.0,1.0
175,188.0,24.0,1.0
176,64.0,253.0,1.0
177,81.0,413.0,1.0
178,5.0,1.0,1.0
179,82.0,47.0,1.0
180,239.0,195.0,1.0
181,104.0,117.0,1.0
182,195.0,191.0,1.0
183,145.0,356.0,1.0
184,48.0,114.0,1.0
185,224.0,460.0,1.0
186,119.0,59.0,1.0
187,144.0,222.0,1.0
188,153.0,195.0,1.0
189,56.0,58.0,1.0
190,188.0,522.0,1.0
191,228.0,64.0,1.0
192,153.0,505.0,1.0
193,176.0,386.0,1.0
194,53.0,311.0,1.0
195,141.0,70.0,1.0
196,12.0,36.0,1.0
197,195.0,512.0,1.0
198,60.0,100.0,1.0
199,133.0,196.0,1.0
200,223.0,153.0,1.0
201,211.0,104.0,1.0
202,78.0,389.0,1.0
203,17.0,227.0,1.0
204,218.0,203.0,1.0
205,263.0,583.0,1.0
206,51.0,124.0,1.0
207,108.0,298.0,1.0
208,87.0,538.0,1.0
209,87.0,247.0,1.0
210,104.0,500.0,1.0
211,223.0,330.0,1.0
212,53.0,413.0,1.0
213,127.0,253.0,1.0
214,110.0,208.0,1.0
215,94.0,221.0,1.0
216,17.0,31.0,1.0
217,112.0,532.0,1.0
218,2.0,114.0,1.0
219,177.0,287.0,1.0
220,230.0,247.0,1.0
221,235.0,104.0,1.0
222,48.0,294.0,1.0
223,149.0,510.0,1.0
224,64.0,30.0,1.0
225,249.0,436.0,1.0
226,51.0,24.0,1.0
227,136.0,251.0,1.0
228,58.0,175.0,1.0
229,71.0,0.0,1.0
230,104.0,272.0,1.0
231,1.0,24.0,1.0
232,145.0,217.0,1.0
233,136.0,205.0,1.0
234,216.0,113.0,1.0
235,87.0,354.0,1.0
236,129.0,112.0,1.0
237,258.0,103.0,1.0
238,27.0,409.0,1.0
239,78.0,206.0,1.0
240,191.0,459.0,1.0
241,79.0,48.0,1.0
242,42.0,148.0,1.0
243,148.0,10.0,1.0
244,117.0,86.0,1.0
245,77.0,385.0,1.0
246,193.0,146.0,1.0
247,83.0,326.0,1.0
248,150.0,112.0,1.0
249,224.0,250.0,1.0
250,126.0,382.0,1.0
251,141.0,532.0,1.0
252,176.0,586.0,1.0
253,42.0,45.0,1.0
254,131.0,39.0,1.0
255,250.0,50.0,1.0
256,90.0,414.0,1.0
257,208.0,205.0,1.0
258,178.0,126.0,1.0
259,150.0,204.0,1.0
260,130.0,276.0,1.0
261,91.0,266.0,1.0
262,94.0,394.0,1.0
263,104.0,147.0,1.0
264,64.0,179.0,1.0
265,153.0,376.0,1.0
266,89.0,89.0,1.0
267,98.0,222.0,1.0
268,52.0,347.0,1.0
269,90.0,38.0,1.0
270,164.0,107.0,1.0
271,83.0,193.0,1.0
272,97.0,584.0,1.0
273,264.0,41.0,1.0
274,51.0,126.0,1.0
275,135.0,202.0,1.0
276,13.0,191.0,1.0
277,71.0,504.0,1.0
278,256.0,47.0,1.0
279,19.0,143.0,1.0
280,182.0,164.0,1.0
281,74.0,234.0,1.0
282,26.0,243.0,1.0
283,233.0,81.0,1.0
284,148.0,525.0,1.0
285,153.0,356.0,1.0
286,98.0,384.0,1.0
287,165.0,148.0,1.0
288,65.0,86.0,1.0
289,6.0,125.0,1.0
290,158.0,558.0,1.0
291,81.0,391.0,1.0
292,123.0,123.0,1.0
293,5.0,38.0,1.0
294,149.0,260.0,1.0
295,37.0,208.0,1.0
296,212.0,399.0,1.0
297,165.0,533.0,1.0
298,145.0,254.0,1.0
299,158.0,229.0,1.0
300,86.0,150.0,1.0
301,35.0,363.0,1.0
302,132.0,451.0,1.0
303,51.0,337.0,1.0
304,98.0,230.0,1.0
305,97.0,0.0,1.0
306,82.0,106.0,1.0
307,224.0,242.0,1.0
308,9.0,38.0,1.0
309,71.0,217.0,1.0
310,17.0,193.0,1.0
311,129.0,137.0,1.0
312,155.0,219.0,1.0
313,81.0,31.0,1.0
314,145.0,40.0,1.0
315,210.0,209.0,1.0
316,9.0,256.0,1.0
317,91.0,28.0,1.0
318,164.0,129.0,1.0
319,26.0,241.0,1.0
320,256.0,62.0,1.0
321,155.0,35.0,1.0
322,74.0,103.0,1.0
323,45.0,238.0,1.0
324,70.0,57.0,1.0
325,130.0,172.0,1.0
326,1.0,72.0,1.0
327,87.0,74.0,1.0
328,52.0,399.0,1.0
329,255.0,68.0,1.0
330,124.0,166.0,1.0
331,65.0,152.0,1.0
332,84.0,407.0,1.0
333,52.0,510.0,1.0
334,141.0,153.0,1.0
335,166.0,378.0,1.0
336,71.0,78.0,1.0
337,51.0,416.0,1.0
338,103.0,496.0,1.0
339,164.0,14.0,1.0
340,156.0,216.0,1.0
341,135.0,116.0,1.0
342,154.0,45.0,1.0
343,60.0,554.0,1.0
344,59.0,7.0,1.0
345,117.0,69.0,1.0
346,98.0,44.0,1.0
347,74.0,100.0,1.0
348,248.0,285.0,1.0
349,88.0,89.0,1.0
350,126.0,389.0,1.0
351,141.0,309.0,1.0
352,149.0,164.0,1.0
353,172.0,255.0,1.0
354,103.0,219.0,1.0
355,71.0,122.0,1.0
356,145.0,360.0,1.0
357,128.0,190.0,1.0
358,90.0,199.0,1.0
359,47.0,379.0,1.0
360,228.0,476.0,1.0
361,132.0,197.0,1.0
362,237.0,252.0,1.0
363,16.0,306.0,1.0
364,171.0,47.0,1.0
365,79.0,10.0,1.0
366,69.0,580.0,1.0
367,47.0,239.0,1.0
368,35.0,313.0,1.0
369,78.0,457.0,1.0
370,59.0,231.0,1.0
371,234.0,49.0,1.0
372,52.0,464.0,1.0
373,96.0,50.0,1.0
374,82.0,511.0,1.0
375,113.0,252.0,1.0
376,193.0,95.0,1.0
377,201.0,138.0,1.0
378,105.0,150.0,1.0
379,1.0,87.0,1.0
380,2.0,11.0,1.0
381,183.0,562.0,1.0
382,2.0,117.0,1.0
383,183.0,89.0,1.0
384,87.0,482.0,1.0
385,248.0,100.0,1.0
386,65.0,321.0,1.0
387,69.0,579.0,1.0
388,97.0,487.0,1.0
389,135.0,530.0,1.0
390,16.0,20.0,1.0
391,168.0,570.0,1.0
392,64.0,343.0,1.0
393,74.0,223.0,1.0
394,0.0,13.0,1.0
395,115.0,501.0,1.0
396,102.0,510.0,1.0
397,189.0,354.0,1.0
398,104.0,407.0,1.0
399,104.0,201.0,1.0
400,82.0,121.0,1.0
401,137.0,542.0,1.0
402,61.0,84.0,1.0
403,49.0,45.0,1.0
404,223.0,368.0,1.0
405,259.0,412.0,1.0
406,44.0,476.0,1.0
407,44.0,172.0,1.0
408,146.0,50.0,1.0
409,165.0,111.0,1.0
410,39.0,148.0,1.0
411,78.0,352.0,1.0
412,106.0,457.0,1.0
413,229.0,226.0,1.0
414,147.0,395.0,1.0
415,268.0,111.0,1.0
416,144.0,560.0,1.0
417,185.0,429.0,1.0
418,234.0,146.0,1.0
419,82.0,221.0,1.0
420,35.0,27.0,1.0
421,116.0,229.0,1.0
422,170.0,127.0,1.0
423,238.0,452.0,1.0
424,2.0,104.0,1.0
425,189.0,352.0,1.0
426,65.0,252.0,1.0
427,199.0,469.0,1.0
428,51.0,517.0,1.0
429,153.0,92.0,1.0
430,147.0,593.0,1.0
431,51.0,331.0,1.0
432,79.0,33.0,1.0
433,94.0,329.0,1.0
434,130.0,288.0,1.0
435,163.0,111.0,1.0
436,69.0,367.0,1.0
437,228.0,59.0,1.0
438,82.0,331.0,1.0
439,52.0,208.0,1.0
440,85.0,155.0,1.0
441,87.0,85.0,1.0
442,203.0,336.0,1.0
443,200.0,255.0,1.0
444,266.0,224.0,1.0
445,249.0,273.0,1.0
446,29.0,27.0,1.0
447,176.0,227.0,1.0
448,242.0,40.0,1.0
449,223.0,22.0,1.0
450,67.0,256.0,1.0
451,219.0,405.0,1.0
452,258.0,266.0,1.0
453,234.0,14.0,1.0
454,84.0,261.0,1.0
455,256.0,337.0,1.0
456,215.0,166.0,1.0
457,250.0,66.0,1.0
458,70.0,205.0,1.0
459,82.0,589.0,1.0
460,189.0,150.0,1.0
461,1.0,38.0,1.0
462,84.0,238.0,1.0
463,10.0,293.0,1.0
464,218.0,78.0,1.0
465,78.0,388.0,1.0
466,147.0,352.0,1.0
467,129.0,61.0,1.0
468,66.0,256.0,1.0
469,149.0,238.0,1.0
470,16.0,72.0,1.0
471,3.0,163.0,1.0
472,197.0,181.0,1.0
473,196.0,385.0,1.0
474,102.0,502.0,1.0
475,71.0,3.0,1.0
476,90.0,124.0,1.0
477,81.0,36.0,1.0
478,178.0,334.0,1.0
479,256.0,145.0,1.0
480,175.0,77.0,1.0
481,104.0,257.0,1.0
482,190.0,112.0,1.0
483,78.0,387.0,1.0
484,84.0,59.0,1.0
485,133.0,111.0,1.0
486,149.0,282.0,1.0
487,78.0,393.0,1.0
488,116.0,136.0,1.0
489,209.0,495.0,1.0
490,218.0,269.0,1.0
491,222.0,215.0,1.0
492,183.0,255.0,1.0
493,96.0,192.0,1.0
494,248.0,89.0,1.0
495,147.0,274.0,1.0
496,183.0,393.0,1.0
497,85.0,537.0,1.0
498,5.0,40.0,1.0
499,264.0,50.0,1.0
500,133.0,388.0,1.0
501,122.0,432.0,1.0
502,47.0,204.0,1.0
503,116.0,2.0,1.0
504,81.0,527.0,1.0
505,86.0,588.0,1.0
506,39.0,464.0,1.0
507,156.0,454.0,1.0
508,45.0,147.0,1.0
509,103.0,266.0,1.0
510,100.0,218.0,1.0
511,129.0,353.0,1.0
512,149.0,317.0,1.0
513,165.0,93.0,1.0
514,9.0,52.0,1.0
515,130.0,427.0,1.0
516,155.0,89.0,1.0
517,161.0,157.0,1.0
518,104.0,455.0,1.0
519,165.0,127.0,1.0
520,248.0,266.0,1.0
521,51.0,343.0,1.0
522,187.0,179.0,1.0
523,250.0,126.0,1.0
524,71.0,24.0,1.0
525,56.0,426.0,1.0
526,174.0,89.0,1.0
527,234.0,92.0,1.0
528,247.0,243.0,1.0
529,247.0,106.0,1.0
530,17.0,410.0,1.0
531,89.0,145.0,1.0
532,126.0,195.0,1.0
533,84.0,333.0,1.0
534,21.0,44.0,1.0
535,147.0,111.0,1.0
536,42.0,100.0,1.0
537,117.0,310.0,1.0
538,116.0,268.0,1.0
539,197.0,86.0,1.0
540,155.0,430.0,1.0
541,141.0,241.0,1.0
542,81.0,203.0,1.0
543,89.0,474.0,1.0
544,104.0,106.0,1.0
545,257.0,59.0,1.0
546,126.0,218.0,1.0
547,228.0,148.0,1.0
548,73.0,321.0,1.0
549,105.0,45.0,1.0
550,91.0,298.0,1.0
551,34.0,50.0,1.0
552,262.0,462.0,1.0
553,200.0,554.0,1.0
554,189.0,429.0,1.0
555,9.0,95.0,1.0
556,189.0,297.0,1.0
557,230.0,469.0,1.0
558,203.0,94.0,1.0
559,87.0,458.0,1.0
560,82.0,337.0,1.0
561,228.0,62.0,1.0
562,82.0,53.0,1.0
563,17.0,403.0,1.0
564,126.0,186.0,1.0
565,177.0,10.0,1.0
566,224.0,277.0,1.0
567,74.0,160.0,1.0
568,35.0,136.0,1.0
569,196.0,310.0,1.0
570,1.0,67.0,1.0
571,122.0,70.0,1.0
572,51.0,234.0,1.0
573,5.0,186.0,1.0
574,51.0,133.0,1.0
575,100.0,111.0,1.0
576,155.0,28.0,1.0
577,178.0,186.0,1.0
578,110.0,194.0,1.0
579,131.0,223.0,1.0
580,188.0,280.0,1.0
581,121.0,82.0,1.0
582,113.0,73.0,1.0
583,128.0,144.0,1.0
584,264.0,72.0,1.0
585,62.0,410.0,1.0
586,138.0,105.0,1.0
587,74.0,146.0,1.0
588,95.0,232.0,1.0
589,89.0,338.0,1.0
590,256.0,510.0,1.0
591,84.0,111.0,1.0
592,29.0,443.0,1.0
593,87.0,99.0,1.0
594,187.0,186.0,1.0
595,116.0,18.0,1.0
596,105.0,133.0,1.0
597,114.0,6.0,1.0
598,125.0,285.0,1.0
599,263.0,58.0,1.0
600,52.0,398.0,1.0
601,138.0,143.0,1.0
602,225.0,18.0,1.0
603,106.0,103.0,1.0
604,141.0,207.0,1.0
605,39.0,466.0,1.0
606,165.0,562.0,1.0
607,83.0,208.0,1.0
608,78.0,105.0,1.0
609,160.0,351.0,1.0
610,219.0,402.0,1.0
611,145.0,285.0,1.0
612,177.0,259.0,1.0
613,94.0,504.0,1.0
614,196.0,337.0,1.0
615,123.0,130.0,1.0
616,259.0,241.0,1.0
617,182.0,17.0,1.0
618,75.0,397.0,1.0
619,15.0,9.0,1.0
620,65.0,150.0,1.0
621,66.0,259.0,1.0
622,158.0,33.0,1.0
623,32.0,66.0,1.0
624,223.0,116.0,1.0
625,107.0,469.0,1.0
626,56.0,514.0,1.0
627,248.0,502.0,1.0
628,130.0,575.0,1.0
629,167.0,106.0,1.0
630,58.0,89.0,1.0
631,56.0,363.0,1.0
632,89.0,95.0,1.0
633,186.0,480.0,1.0
634,132.0,260.0,1.0
635,145.0,193.0,1.0
636,103.0,71.0,1.0
637,172.0,111.0,1.0
638,78.0,338.0,1.0
639,175.0,217.0,1.0
640,183.0,314.0,1.0
641,164.0,399.0,1.0
642,262.0,287.0,1.0
643,123.0,177.0,1.0
644,210.0,383.0,1.0
645,259.0,380.0,1.0
646,158.0,7.0,1.0
647,189.0,309.0,1.0
648,24.0,113.0,1.0
649,225.0,545.0,1.0
650,116.0,230.0,1.0
651,132.0,204.0,1.0
652,193.0,89.0,1.0
653,196.0,384.0,1.0
654,114.0,48.0,1.0
655,74.0,195.0,1.0
656,144.0,536.0,1.0
657,82.0,579.0,1.0
658,89.0,399.0,1.0
659,79.0,416.0,1.0
660,116.0,86.0,1.0
661,206.0,190.0,1.0
662,9.0,67.0,1.0
663,64.0,117.0,1.0
664,144.0,59.0,1.0
665,84.0,75.0,1.0
666,177.0,44.0,1.0
667,162.0,573.0,1.0
668,90.0,179.0,1.0
669,114.0,81.0,1.0
670,56.0,532.0,1.0
671,74.0,219.0,1.0
672,214.0,286.0,1.0
673,231.0,31.0,1.0
674,169.0,40.0,1.0
675,44.0,336.0,1.0
676,218.0,254.0,1.0
677,74.0,481.0,1.0
678,49.0,32.0,1.0
679,195.0,11.0,1.0
680,65.0,49.0,1.0
681,102.0,73.0,1.0
682,218.0,533.0,1.0
683,191.0,517.0,1.0
684,53.0,193.0,1.0
685,5.0,3.0,1.0
686,69.0,106.0,1.0
687,226.0,22.0,1.0
688,149.0,518.0,1.0
689,104.0,49.0,1.0
690,75.0,585.0,1.0
691,183.0,324.0,1.0
692,159.0,97.0,1.0
693,169.0,103.0,1.0
694,197.0,344.0,1.0
695,253.0,298.0,1.0
696,258.0,245.0,1.0
697,226.0,525.0,1.0
698,240.0,136.0,1.0
699,259.0,411.0,1.0
700,197.0,135.0,1.0
701,58.0,157.0,1.0
702,123.0,154.0,1.0
703,238.0,354.0,1.0
704,203.0,120.0,1.0
705,52.0,378.0,1.0
706,53.0,109.0,1.0
707,9.0,252.0,1.0
708,108.0,138.0,1.0
709,18.0,143.0,1.0
710,51.0,31.0,1.0
711,223.0,353.0,1.0
712,141.0,419.0,1.0
713,129.0,197.0,1.0
714,102.0,585.0,1.0
715,264.0,308.0,1.0
716,101.0,202.0,1.0
717,168.0,10.0,1.0
718,68.0,238.0,1.0
719,105.0,47.0,1.0
720,158.0,571.0,1.0
721,102.0,261.0,1.0
722,42.0,224.0,1.0
723,167.0,12.0,1.0
724,81.0,460.0,1.0
725,136.0,496.0,1.0
726,172.0,280.0,1.0
727,118.0,175.0,1.0
728,99.0,133.0,1.0
729,140.0,146.0,1.0
730,233.0,119.0,1.0
731,225.0,148.0,1.0
732,128.0,155.0,1.0
733,132.0,221.0,1.0
734,223.0,405.0,1.0
735,67.0,362.0,1.0
736,186.0,310.0,1.0
737,205.0,255.0,1.0
738,147.0,66.0,1.0
739,82.0,364.0,1.0
740,215.0,256.0,1.0
741,115.0,266.0,1.0
742,86.0,51.0,1.0
743,87.0,203.0,1.0
744,223.0,5.0,1.0
745,158.0,374.0,1.0
746,8.0,201.0,1.0
747,97.0,146.0,1.0
748,185.0,187.0,1.0
749,147.0,525.0,1.0
750,238.0,10.0,1.0
751,175.0,257.0,1.0
752,90.0,452.0,1.0
753,187.0,205.0,1.0
754,102.0,32.0,1.0
755,79.0,100.0,1.0
756,224.0,429.0,1.0
757,178.0,500.0,1.0
758,185.0,343.0,1.0
759,65.0,287.0,1.0
760,250.0,103.0,1.0
761,209.0,286.0,1.0
762,158.0,454.0,1.0
763,147.0,348.0,1.0
764,177.0,113.0,1.0
765,60.0,538.0,1.0
766,165.0,12.0,1.0
767,81.0,279.0,1.0
768,219.0,120.0,1.0
769,130.0,331.0,1.0
770,14.0,344.0,1.0
771,96.0,504.0,1.0
772,223.0,488.0,1.0
773,144.0,378.0,1.0
774,111.0,345.0,1.0
775,181.0,21.0,1.0
776,203.0,4.0,1.0
777,117.0,47.0,1.0
778,248.0,41.0,1.0
779,67.0,532.0,1.0
780,202.0,12.0,1.0
781,247.0,242.0,1.0
782,102.0,120.0,1.0
783,52.0,504.0,1.0
784,51.0,194.0,1.0
785,136.0,111.0,1.0
786,185.0,327.0,1.0
787,71.0,120.0,1.0
788,153.0,121.0,1.0
789,42.0,185.0,1.0
790,186.0,428.0,1.0
791,228.0,10.0,1.0
792,117.0,219.0,1.0
793,147.0,340.0,1.0
794,78.0,79.0,1.0
795,147.0,569.0,1.0
796,87.0,39.0,1.0
797,9.0,57.0,1.0
798,69.0,145.0,1.0
799,230.0,482.0,1.0
800,165.0,384.0,1.0
801,156.0,62.0,1.0
802,168.0,337.0,1.0
803,19.0,35.0,1.0
804,113.0,294.0,1.0
805,116.0,285.0,1.0
806,175.0,66.0,1.0
807,165.0,280.0,1.0
808,165.0,177.0,1.0
809,79.0,251.0,1.0
810,223.0,226.0,1.0
811,105.0,119.0,1.0
812,82.0,512.0,1.0
813,56.0,298.0,1.0
814,225.0,585.0,1.0
815,117.0,393.0,1.0
816,87.0,103.0,1.0
817,88.0,151.0,1.0
818,82.0,343.0,1.0
819,266.0,291.0,1.0
820,82.0,352.0,1.0
821,141.0,115.0,1.0
822,209.0,479.0,1.0
823,185.0,334.0,1.0
824,183.0,82.0,1.0
825,7.0,90.0,1.0
826,89.0,59.0,1.0
827,96.0,27.0,1.0
828,199.0,57.0,1.0
829,200.0,107.0,1.0
830,56.0,358.0,1.0
831,82.0,191.0,1.0
832,49.0,127.0,1.0
833,117.0,434.0,1.0
834,182.0,83.0,1.0
835,234.0,388.0,1.0
836,203.0,14.0,1.0
837,134.0,97.0,1.0
838,142.0,1.0,1.0
839,232.0,146.0,1.0
840,262.0,115.0,1.0
841,165.0,411.0,1.0
842,196.0,496.0,1.0
843,94.0,280.0,1.0
844,259.0,561.0,1.0
845,175.0,287.0,1.0
846,42.0,26.0,1.0
847,44.0,209.0,1.0
848,82.0,435.0,1.0
849,202.0,11.0,1.0
850,194.0,79.0,1.0
851,145.0,239.0,1.0
852,177.0,192.0,1.0
853,122.0,327.0,1.0
854,22.0,431.0,1.0
855,256.0,112.0,1.0
856,47.0,213.0,1.0
857,164.0,304.0,1.0
858,56.0,354.0,1.0
859,238.0,28.0,1.0
860,63.0,36.0,1.0
861,74.0,89.0,1.0
862,134.0,50.0,1.0
863,115.0,351.0,1.0
864,112.0,43.0,1.0
865,256.0,310.0,1.0
866,261.0,158.0,1.0
867,205.0,47.0,1.0
868,204.0,147.0,1.0
869,263.0,552.0,1.0
870,95.0,356.0,1.0
871,158.0,59.0,1.0
872,248.0,97.0,1.0
873,127.0,159.0,1.0
874,200.0,236.0,1.0
875,144.0,206.0,1.0
876,223.0,166.0,1.0
877,61.0,45.0,1.0
878,127.0,532.0,1.0
879,214.0,243.0,1.0
880,87.0,59.0,1.0
881,212.0,217.0,1.0
882,175.0,197.0,1.0
883,242.0,216.0,1.0
884,211.0,493.0,1.0
885,260.0,205.0,1.0
886,5.0,7.0,1.0
887,259.0,389.0,1.0
888,101.0,148.0,1.0
889,52.0,190.0,1.0
890,87.0,95.0,1.0
891,132.0,284.0,1.0
892,31.0,170.0,1.0
893,100.0,15.0,1.0
894,116.0,20.0,1.0
895,229.0,193.0,1.0
896,135.0,416.0,1.0
897,91.0,314.0,1.0
898,162.0,115.0,1.0
899,155.0,367.0,1.0
900,37.0,11.0,1.0
901,84.0,248.0,1.0
902,11.0,114.0,1.0
903,4.0,72.0,1.0
904,64.0,99.0,1.0
905,97.0,147.0,1.0
906,183.0,456.0,1.0
907,31.0,298.0,1.0
908,259.0,531.0,1.0
909,233.0,226.0,1.0
910,77.0,379.0,1.0
911,122.0,99.0,1.0
912,155.0,442.0,1.0
913,189.0,147.0,1.0
914,132.0,509.0,1.0
915,161.0,47.0,1.0
916,145.0,590.0,1.0
917,228.0,77.0,1.0
918,136.0,486.0,1.0
919,225.0,45.0,1.0
920,257.0,364.0,1.0
921,150.0,395.0,1.0
922,85.0,39.0,1.0
923,230.0,146.0,1.0
924,102.0,60.0,1.0
925,226.0,40.0,1.0
926,56.0,378.0,1.0
927,107.0,37.0,1.0
928,238.0,241.0,1.0
929,26.0,351.0,1.0
930,224.0,245.0,1.0
931,256.0,251.0,1.0
932,158.0,192.0,1.0
933,256.0,407.0,1.0
934,262.0,50.0,1.0
935,82.0,181.0,1.0
936,86.0,131.0,1.0
937,206.0,374.0,1.0
938,102.0,545.0,1.0
939,123.0,77.0,1.0
940,158.0,505.0,1.0
941,211.0,219.0,1.0
942,124.0,156.0,1.0
943,1.0,20.0,1.0
944,182.0,518.0,1.0
945,165.0,108.0,1.0
946,144.0,212.0,1.0
947,177.0,100.0,1.0
948,68.0,194.0,1.0
949,65.0,404.0,1.0
950,2.0,50.0,1.0
951,93.0,24.0,1.0
952,53.0,310.0,1.0
953,189.0,224.0,1.0
954,101.0,190.0,1.0
955,168.0,47.0,1.0
956,82.0,420.0,1.0
957,49.0,96.0,1.0
958,183.0,408.0,1.0
959,225.0,84.0,1.0
960,84.0,397.0,1.0
961,84.0,20.0,1.0
962,216.0,350.0,1.0
963,84.0,449.0,1.0
964,1.0,18.0,1.0
965,95.0,484.0,1.0
966,238.0,186.0,1.0
967,165.0,103.0,1.0
968,165.0,204.0,1.0
969,254.0,147.0,1.0
970,264.0,215.0,1.0
971,162.0,168.0,1.0
972,64.0,36.0,1.0
973,108.0,459.0,1.0
974,90.0,146.0,1.0
975,248.0,77.0,1.0
976,5.0,184.0,1.0
977,240.0,434.0,1.0
978,62.0,205.0,1.0
979,118.0,293.0,1.0
980,1.0,39.0,1.0
981,107.0,186.0,1.0
982,194.0,81.0,1.0
983,183.0,349.0,1.0
984,255.0,503.0,1.0
985,147.0,594.0,1.0
986,207.0,360.0,1.0
987,182.0,210.0,1.0
988,75.0,69.0,1.0
989,98.0,262.0,1.0
990,118.0,138.0,1.0
991,18.0,422.0,1.0
992,223.0,343.0,1.0
993,226.0,60.0,1.0
994,37.0,242.0,1.0
995,175.0,70.0,1.0
996,100.0,147.0,1.0
997,218.0,439.0,1.0
